attribute,subgroup,rows,error_prevalence,method,AUROC,AUPRC,AURC
object_size,small,23364,0.6383752782057867,semantic_geometric,0.7164354191247542,0.7998985712473439,0.4691548276165009
object_size,small,23364,0.6383752782057867,semantic_mi,0.5367144635873453,0.6466706053742547,0.5962246430434005
scene,city street,32349,0.567034529660886,all_internal,0.7721859205222669,0.7998329481233355,0.3589276925347986
scene,city street,32349,0.567034529660886,all_internal_rf,0.8285174726987707,0.8493878396413019,0.30695617801124075
scene,city street,32349,0.567034529660886,all_plus_confidence,0.8238848368884266,0.845614707651147,0.31887852991308735
scene,city street,32349,0.567034529660886,box_variance,0.6383099659728699,0.6737079365215648,0.4485166600301528
scene,city street,32349,0.567034529660886,confidence,0.7777097192534265,0.7861069851332088,0.3459641223276402
scene,city street,32349,0.567034529660886,embedding_variance,0.6224903309131562,0.6373971957700266,0.44821758385960403
scene,city street,32349,0.567034529660886,geometric,0.7260327500860236,0.7464631720366959,0.3766233981016901
scene,city street,32349,0.567034529660886,predictive_entropy,0.6167792404667904,0.6604244889998,0.4510087857138018
scene,city street,32349,0.567034529660886,presence,0.5082049496485681,0.5721379392473129,0.5592219080478094
scene,city street,32349,0.567034529660886,representation,0.5838467145827776,0.6219701051855242,0.5035346084303394
scene,city street,32349,0.567034529660886,semantic,0.6464573375532261,0.6945396239050219,0.4352623211920039
scene,city street,32349,0.567034529660886,semantic_geometric,0.7505652303793385,0.7767345412440329,0.3711679856350962
scene,city street,32349,0.567034529660886,semantic_mi,0.5590540090570603,0.5922713894355729,0.5072676360824376
scene,highway,9482,0.5821556633621598,all_internal,0.7765781262574165,0.8174408843962957,0.37548605503366556
scene,highway,9482,0.5821556633621598,all_internal_rf,0.8464760789090563,0.8717914634284978,0.30898411519718244
scene,highway,9482,0.5821556633621598,all_plus_confidence,0.8347501902128189,0.8621098663175576,0.3222144355786626
scene,highway,9482,0.5821556633621598,box_variance,0.6838630485993753,0.7221026333890723,0.42580342011665995
scene,highway,9482,0.5821556633621598,confidence,0.782343175017741,0.8042229161248848,0.35379964212086495
scene,highway,9482,0.5821556633621598,embedding_variance,0.670656563439633,0.6995575414154642,0.4317447676620454
scene,highway,9482,0.5821556633621598,geometric,0.7703604532917792,0.7926143408724801,0.35864276199594336
scene,highway,9482,0.5821556633621598,predictive_entropy,0.5997265233486235,0.6738002305365615,0.4925328272694833
scene,highway,9482,0.5821556633621598,presence,0.5076499617745394,0.5869829624831839,0.5781278244796441
scene,highway,9482,0.5821556633621598,representation,0.6171955131722376,0.6768816760912786,0.5134647056091525
scene,highway,9482,0.5821556633621598,semantic,0.6237118111186708,0.6976819013130209,0.4838398067427497
scene,highway,9482,0.5821556633621598,semantic_geometric,0.7621791073166093,0.7978191304031281,0.3835915131506285
scene,highway,9482,0.5821556633621598,semantic_mi,0.5778243402907329,0.6277786888053536,0.5233153935801776
scene,parking lot,352,0.5880681818181818,all_internal,0.7823421622522071,0.8504625671916177,0.38487647700329314
scene,parking lot,352,0.5880681818181818,all_internal_rf,0.8301515908712311,0.8771555635742083,0.32871142437136
scene,parking lot,352,0.5880681818181818,all_plus_confidence,0.8410794602698651,0.8809049122270287,0.3330839942037444
scene,parking lot,352,0.5880681818181818,box_variance,0.6426120273196735,0.7025522697394072,0.4872611511683669
scene,parking lot,352,0.5880681818181818,confidence,0.7754122938530735,0.8091427973750064,0.36553261042046614
scene,parking lot,352,0.5880681818181818,embedding_variance,0.6409795102448775,0.6646823174349301,0.45181441656464777
