method,accepted,deferred,coverage,criticality_mass_coverage,weighted_risk,accepted_criticality_mass,deferred_criticality_mass
calibrated_confidence,32,157,0.1693121693121693,0.14493262401234752,0.1452490826851454,47.84885342000052,282.29664519405924
criticality_only,0,189,0.0,0.0,,0.0,330.14549861405976
flat_joint,23,166,0.12169312169312169,0.09538209940364915,0.14192586913598423,31.48997076647356,298.6555278475862
late_fusion_unweighted,0,189,0.0,0.0,,0.0,330.14549861405976
raw_confidence,39,150,0.20634920634920634,0.16061183139759902,0.32497403357251814,53.02527316007763,277.12022545398213
risk_aware_fusion,23,166,0.12169312169312169,0.0947421781252886,0.14288448530258563,31.27870363695547,298.8667949771043
risk_aware_fusion_mc05,57,132,0.30158730158730157,0.24142061376432736,0.3006059160541753,79.7039289069362,250.44156970712356
risk_aware_fusion_mc10,21,168,0.1111111111111111,0.08732370517835733,0.11244958347273842,28.82952818693593,301.31597042712383
uncertainty_only,24,165,0.12698412698412698,0.10020956002695701,0.18326243500366035,33.083735160995275,297.0617634530645
