severity,mAP,ECE,ECE_raw,AURC_decoder,AURC_mc,AURC_fusion,Risk@80_decoder,Risk@80_mc,Risk@80_fusion,detection_count,mean_det_per_image,tp_rate
0.0,0.5612528774190825,0.15045180774360964,0.18958207794639217,0.5390377419996073,0.406111729151403,0.5389801601885948,0.4746120235045954,0.3934006328160313,0.4746120235045954,8297,16.627254509018037,0.5716524044835483
0.2,0.5828753569929421,0.17117443996668733,0.20102836394551804,0.4975868511590383,0.4175893936555591,0.49753658002845114,0.4345671815797144,0.3786068201690469,0.4345671815797144,8578,17.224899598393574,0.5997901608766613
0.4,0.5290396624961411,0.1397908613669235,0.15832987739698445,0.5461620327297505,0.4468255364988545,0.5461139992416965,0.5025599016997747,0.42514847429858693,0.5025599016997747,6104,12.28169014084507,0.5427588466579292
0.6,0.4714963134692539,0.1326542289313681,0.11845797161161051,0.614662965859814,0.49765381576925577,0.6146217799640097,0.5605811403508771,0.477796052631579,0.5605811403508771,4561,9.308163265306122,0.49550537162902875
0.8,0.42642461405198645,0.12138882515674436,0.1036710823540921,0.6485236644575525,0.5176794685644324,0.6485204294535583,0.6021462639109698,0.5023847376788553,0.6021462639109698,3146,6.839130434782609,0.47139224411951686
