all_method_prediction_seconds,deterministic_detector_seconds,images,mc_passes,peak_gpu_memory_bytes,preprocess_seconds,rq4_feature_aggregation_seconds,shared_shards_computed_for_test_request,shared_shards_reused_for_test_request,stochastic_detector_seconds
0.07449849997647107,2.9964770000078715,8,10,2030990848,0.1572371000656858,9.740942299948074,0,8,31.76412900001742
