method,mc_passes,auprc,aurc,auroc,brier,coverage_at_risk_0.05,coverage_at_risk_0.10,coverage_at_risk_0.20,ece,error_prevalence,n,nll,risk_at_0.50,risk_at_0.70,risk_at_0.80,risk_at_0.90,risk_at_1.00
learned_fusion_mc02,2,0.7675171737807942,0.3955659250412252,0.727147788705744,0.2079553011129928,0.0,0.0,0.04612488233448384,0.006618722689394841,0.5685179374542412,47805,0.6030700583335646,0.4019579132326486,0.46987807793449676,0.5032946344524631,0.5362231260894829,0.5685179374542412
learned_fusion_mc05,5,0.7924302634284602,0.37259472243996045,0.7573578898343181,0.19760463930981387,0.0,0.0015270369208241815,0.09155946030749922,0.013108186485372616,0.5685179374542412,47805,0.5806352770498844,0.3798686357361001,0.45953860865407603,0.49796046438657043,0.5331319000581057,0.5685179374542412
learned_fusion_mc10,10,0.8067234318216439,0.3592232445827871,0.7754978060084367,0.19023502924486596,0.0,0.0,0.14425269323292542,0.01059046764360373,0.5685179374542412,47805,0.5639648286996429,0.36501694347989794,0.4535919196748745,0.49503190042882544,0.5319465427077281,0.5685179374542412
