ap_50,ap_75,ap_large,ap_medium,ap_small,ar_1,ar_10,ar_100,ar_large,ar_medium,ar_small,images,map_50_95,max_detections_per_image,predictions_at_extraction_threshold
0.3693422706209172,0.20376952383029162,0.41500014430739524,0.2347699567824021,0.09052720626597593,0.23215952811014795,0.4126330013640392,0.4547700481588809,0.6749319770343511,0.4663801764761862,0.264295555811474,1992,0.21206593058541365,100,422843
