all_estimator_prediction_seconds,deterministic_detector_seconds,deterministic_proxy_images_per_second,feature_aggregation_seconds,full_fused_path_images_per_second,images,mc_incremental_overhead_ratio,mc_passes,stochastic_detector_seconds
4.918756800005212,755.1302814999945,2.6379553949857257,1665.5450515985722,0.1917266149260631,1992,10.5533027716353,10,7969.118492699636
