all_method_prediction_seconds,deterministic_detector_seconds,images,mc_passes,peak_gpu_memory_bytes,preprocess_seconds,rq3_feature_aggregation_seconds,shared_shards_computed_for_test_request,shared_shards_reused_for_test_request,stochastic_detector_seconds
1.473900599987246,755.1302814999945,1992,10,2030990848,46.89705709944246,494.50606820138637,0,1992,7969.118492699636
