method,family,auprc,aurc,auroc,brier,coverage_at_risk_0.05,coverage_at_risk_0.10,coverage_at_risk_0.20,ece,error_prevalence,n,nll,risk_at_0.50,risk_at_0.70,risk_at_0.80,risk_at_0.90,risk_at_1.00,auprc_ci_lower,auprc_ci_upper,aurc_ci_lower,aurc_ci_upper,auroc_ci_lower,auroc_ci_upper,brier_ci_lower,brier_ci_upper,ece_ci_lower,ece_ci_upper,nll_ci_lower,nll_ci_upper
capacity_control_product,capacity_matched_nonspatial_control,0.8307567213071299,0.33161841049791646,0.8045555430598303,0.17674554665767853,0.005229578495973225,0.07415542307290032,0.2611860684028867,0.00927302689749214,0.5685179374542412,47805,0.5311618568139963,0.34497761787223363,0.44746593354052117,0.49022068821253006,0.5287855897733875,0.5685179374542412,0.8251562424497721,0.8361577237034655,0.3255737875562563,0.3381573067010811,0.7999841866775551,0.8091360279927986,0.17453995925175578,0.17918188669251287,0.007022937537419659,0.014340970184899975,0.5255044316155395,0.5368487719692931
confidence,confidence_control,0.7834117786759655,0.3486603509348329,0.7737024494047728,0.18804549830807665,0.004246417738730258,0.024286162535299655,0.22618972910783391,0.009551712783551172,0.5685179374542412,47805,0.5606324344839984,0.36815462494247586,0.4633934974898398,0.5034515218073423,0.5385241138872748,0.5685179374542412,0.7769129163515838,0.790412764065103,0.34224151110923795,0.35526077210604456,0.7683582081414589,0.7787638706076587,0.18589871052792276,0.19027775266539912,0.007644102000790336,0.015135903581717043,0.5550213937966532,0.5660221734951071
direct_spatial_fusion,direct_learned_sensitivity,0.8311035323352383,0.32684967212637056,0.8110495924080396,0.1737219662980761,0.008827528501202803,0.08032632569814872,0.2760380713314507,0.008491245586069299,0.5685179374542412,47805,0.5249771093761365,0.3368614818223654,0.44352139612718144,0.4901683924275703,0.5306682161533992,0.5685179374542412,0.8257167997271123,0.8364552532533178,0.32048082546462414,0.3332817938675181,0.806686839059759,0.8153331013708425,0.17164544497578563,0.17583902157789225,0.0072329602335955675,0.013828299137270109,0.5196720913657789,0.5300308079993935
equal_fusion,fixed_equal_fusion,0.8209195438076224,0.3250219095019285,0.8063170823614842,0.17416536254861484,0.02727748143499634,0.11450685074782972,0.2904717079803368,0.007824990283517701,0.5685179374542412,47805,0.5265310171917376,0.34267665146634313,0.4506335166148697,0.49492730885890596,0.532760023242301,0.5685179374542412,0.8155208568265496,0.8266749589794352,0.3188729057283602,0.33134369913655537,0.8018955078095061,0.810602389965678,0.17197817080102554,0.17629003219817133,0.006530899595678375,0.013068638109094486,0.5210933823147219,0.531794097539756
learned_spatial_quality,spatial_quality_only,0.7767215154649032,0.3763423845586778,0.7497728409519415,0.19916762683190373,0.0,0.0,0.1434996339295053,0.007173889489051255,0.5685179374542412,47805,0.584920039234699,0.3871062209764465,0.46916088931388955,0.5036868528396611,0.536199883788495,0.5685179374542412,0.7704131831677192,0.7829448924486784,0.36935680346606903,0.3832296855235651,0.7446468581915062,0.7551581852009506,0.19715441206176523,0.20114169777072588,0.006394363206452956,0.012725441485563236,0.580375978634316,0.5895285084172398
product_fusion,localization_aware_product,0.8194295715390101,0.32609319263934833,0.8056022151356719,0.1749156944163177,0.026022382595962765,0.10844053969250078,0.2803054073841648,0.008504693076147828,0.5685179374542412,47805,0.5276668542274864,0.3434296950173618,0.4491692565144633,0.49393368894467105,0.5331551423590936,0.5685179374542412,0.8137806547070268,0.8255684990472436,0.3202565580259774,0.33232474999578954,0.8013993587547489,0.810235117422248,0.17276653103814885,0.17701181645431235,0.006728607688719103,0.013767387118743271,0.5226793988037394,0.5329679657397217
spatial_agreement,fixed_spatial_control,0.7506573222597477,0.39228483842138573,0.7245658721246548,0.2074880846029864,0.0,0.0,0.03880347244012133,0.007502355166614574,0.5685179374542412,47805,0.6052102696826189,0.4049700874367234,0.4809048529763328,0.5116096642610606,0.5393375944218478,0.5685179374542412,0.7438262036950144,0.7575720933698432,0.3854525135192782,0.3989884182446193,0.7194549788306694,0.7300097234019938,0.20549842292367512,0.2094495376144915,0.005948360553327786,0.012780502092437605,0.6008020290708226,0.609802291396624
