fusion,baseline,metric,holm_adjusted_p,improvement,lower,positive_is_better,raw_one_sided_p,reject_no_improvement,upper
product_fusion,capacity_control_product,aurc,0.0029985007496251873,0.005525217858568132,0.0038989371522634903,True,0.0004997501249375312,True,0.007168055360784408
product_fusion,capacity_control_product,auroc,0.24087956021989004,0.001046672075841526,-0.0017600495137177956,True,0.24087956021989004,False,0.0039316409550896984
product_fusion,capacity_control_product,brier,0.0029985007496251873,0.0018298522413608131,0.0007874927193280174,True,0.0009995002498750624,True,0.0028737208803116645
product_fusion,confidence,aurc,0.0029985007496251873,0.022567158295484557,0.020691496945457796,True,0.0004997501249375312,True,0.02439440266354018
product_fusion,confidence,auroc,0.0029985007496251873,0.03189976573089903,0.028730915701096364,True,0.0004997501249375312,True,0.035036347297816864
product_fusion,confidence,brier,0.0029985007496251873,0.01312980389175894,0.011924923194651132,True,0.0004997501249375312,True,0.014280808049728614
