localization_iou_threshold,status,rows,auprc,aurc,auroc,coverage_at_risk_0.05,coverage_at_risk_0.10,coverage_at_risk_0.20,error_prevalence,n,risk_at_0.50,risk_at_0.70,risk_at_0.80,risk_at_0.90,risk_at_1.00
0.50,estimable,47805,0.677018754509908,0.2815456040259082,0.7431586837716952,0.0,0.10275075828888192,0.31973642924380297,0.4722100198723983,47805,0.29017278165920596,0.375,0.4098682146219015,0.44257989540964554,0.4722100198723983
0.75,estimable,47805,0.8622442046362192,0.4532752880422086,0.7943878684820044,0.0,0.0,0.12515427256563122,0.6754523585399017,47805,0.48546207589005563,0.584568491513268,0.6199926785901057,0.6504125508425335,0.6754523585399017
