method,mc_passes,auprc,aurc,auroc,brier,coverage_at_risk_0.05,coverage_at_risk_0.10,coverage_at_risk_0.20,ece,error_prevalence,n,nll,risk_at_0.50,risk_at_0.70,risk_at_0.80,risk_at_0.90,risk_at_1.00
product_fusion_mc02,2,0.834421457577301,0.30013861211090903,0.8205215419501134,0.1973622052120983,0.14814814814814814,0.1746031746031746,0.26455026455026454,0.12018904425425292,0.5555555555555556,189,0.9816111547170425,0.28421052631578947,0.45112781954887216,0.4868421052631579,0.5146198830409356,0.5555555555555556
product_fusion_mc05,5,0.8375770013653232,0.29861778169216163,0.822108843537415,0.20183185917149957,0.15343915343915343,0.18518518518518517,0.25396825396825395,0.12222815133511955,0.5555555555555556,189,1.2039734149956767,0.29473684210526313,0.44360902255639095,0.4934210526315789,0.52046783625731,0.5555555555555556
product_fusion_mc10,10,0.8269686837828547,0.3005593213117877,0.8159863945578231,0.1980388431306392,0.15343915343915343,0.19047619047619047,0.2751322751322751,0.13048963195580576,0.5555555555555556,189,1.3389429010141025,0.29473684210526313,0.45112781954887216,0.4868421052631579,0.5146198830409356,0.5555555555555556
