coverage_mc,risk_mc,coverage_det,risk_det,coverage_fus,risk_fus
0.0018000327278677793,0.8181818181818181,0.0018000327278677793,0.6363636363636364,0.0018000327278677793,0.6363636363636364
0.01188286068011154,0.5125714116942186,0.01188286068011154,0.7080896686159843,0.01188286068011154,0.6661603503708767
0.0219656886323553,0.38310553014839505,0.0219656886323553,0.6827800522862921,0.0219656886323553,0.6153324579803148
0.03204851658459906,0.3646336010192893,0.03204851658459906,0.6128771033561816,0.03204851658459906,0.5558740834665638
0.04213134453684282,0.32110632259552585,0.04213134453684282,0.5957765793953433,0.04213134453684282,0.5284791323510608
0.05221417248908658,0.30986967346635613,0.05221417248908658,0.5882184162411138,0.05221417248908658,0.5054066162752326
0.062297000441330345,0.30398714810618443,0.062297000441330345,0.5793195939629572,0.062297000441330345,0.48643478497044856
0.0723798283935741,0.28702680024501753,0.0723798283935741,0.5535415649342132,0.0723798283935741,0.45989317318276607
0.08246265634581786,0.279135471520241,0.08246265634581786,0.5353769588238526,0.08246265634581786,0.44172905695951786
0.09254548429806161,0.28609072087332954,0.09254548429806161,0.516147499843152,0.09254548429806161,0.4282577326055587
0.10262831225030537,0.2894579695548712,0.10262831225030537,0.5147559863442392,0.10262831225030537,0.42439024669463704
0.11271114020254913,0.2849604892760365,0.11271114020254913,0.49481880849918014,0.11271114020254913,0.41646921171950474
0.1227939681547929,0.27666451786095825,0.1227939681547929,0.48783591321909153,0.1227939681547929,0.4041024941770206
0.13287679610703665,0.2732054389115902,0.13287679610703665,0.48297602313649246,0.13287679610703665,0.39476190019715174
0.14295962405928042,0.27815527779322585,0.14295962405928042,0.48438567373884917,0.14295962405928042,0.38069782583446926
0.15304245201152417,0.27494843794646195,0.15304245201152417,0.47776444256385436,0.15304245201152417,0.3749004749418333
0.16312527996376794,0.27321772603565686,0.16312527996376794,0.4795808381970474,0.16312527996376794,0.36956719253292264
0.1732081079160117,0.27642649416959536,0.1732081079160117,0.47675745262285646,0.1732081079160117,0.36871273323547915
0.18329093586825546,0.2750572941736152,0.18329093586825546,0.47935987467096575,0.18329093586825546,0.369577441894845
0.19337376382049923,0.27571443710084387,0.19337376382049923,0.47681982748324475,0.19337376382049923,0.36382502074351525
0.20345659177274297,0.2767366278468783,0.20345659177274297,0.471560476537678,0.20345659177274297,0.35876019438931117
0.21353941972498675,0.2726623008624478,0.21353941972498675,0.4666446095159721,0.21353941972498675,0.3569873912284654
0.2236222476772305,0.27320211695966345,0.2236222476772305,0.46551472801170946,0.2236222476772305,0.35403784280867107
0.23370507562947426,0.27202381255074665,0.23370507562947426,0.4634290838284797,0.23370507562947426,0.35204578084927135
0.24378790358171804,0.2701538692004794,0.24378790358171804,0.46684268532785483,0.24378790358171804,0.35301639274096897
0.2538707315339618,0.26672428008429105,0.2538707315339618,0.4689601000481754,0.2538707315339618,0.3498863115869612
0.2639535594862055,0.26592858679634773,0.2639535594862055,0.4705963734517726,0.2639535594862055,0.34889371831300797
0.2740363874384493,0.26503281126589345,0.2740363874384493,0.46635995994018964,0.2740363874384493,0.3483747088860169
0.28411921539069307,0.2639305844161032,0.28411921539069307,0.4618685366650933,0.28411921539069307,0.3464311395091637
0.2942020433429368,0.26410807166563993,0.2942020433429368,0.46145252856920305,0.2942020433429368,0.3463670140732558
0.30428487129518056,0.2659028768347356,0.30428487129518056,0.45948839782427003,0.30428487129518056,0.3437396426685268
0.31436769924742436,0.2673175831719296,0.31436769924742436,0.45658916879173006,0.31436769924742436,0.34181211670922745
0.3244505271996681,0.26939007238983687,0.3244505271996681,0.4559648136592356,0.3244505271996681,0.3398803728358999
0.33453335515191185,0.27097863211407164,0.33453335515191185,0.45669630303662206,0.33453335515191185,0.3381661469243578
0.34461618310415565,0.2729633401923156,0.34461618310415565,0.45740302897335894,0.34461618310415565,0.3377040918593883
0.3546990110563994,0.2737235917086861,0.3546990110563994,0.45622512089708944,0.3546990110563994,0.3354141419857089
0.36478183900864314,0.2737560369338046,0.36478183900864314,0.4558212936101473,0.36478183900864314,0.3341664572596456
0.3748646669608869,0.27505142761253315,0.3748646669608869,0.4552259826817338,0.3748646669608869,0.33451879991485295
0.3849474949131307,0.27568450811101686,0.3849474949131307,0.45446997157448066,0.3849474949131307,0.33552845129670716
0.39503032286537443,0.2765648319849577,0.39503032286537443,0.4522992222300335,0.39503032286537443,0.334271462001754
0.4051131508176182,0.2801058633800762,0.4051131508176182,0.45140295044402823,0.4051131508176182,0.3319106602908613
0.415195978769862,0.28403667030663204,0.415195978769862,0.4504695691570786,0.415195978769862,0.3297451969248257
0.4252788067221057,0.28482061634201383,0.4252788067221057,0.4481508377636649,0.4252788067221057,0.32862886402668284
0.43536163467434946,0.28419506811365525,0.43536163467434946,0.4455720172609206,0.43536163467434946,0.32774800748649224
0.4454444626265932,0.2848921069945328,0.4454444626265932,0.4440692580854306,0.4454444626265932,0.3267499197418335
0.455527290578837,0.28769848379228086,0.455527290578837,0.4427066259304489,0.455527290578837,0.32641175476789436
0.46561011853108075,0.2888587308552658,0.46561011853108075,0.44296334730171977,0.46561011853108075,0.3257653433923637
0.4756929464833245,0.2897738535457633,0.4756929464833245,0.4435386564097738,0.4756929464833245,0.3250903605647422
0.4857757744355683,0.29224928426833835,0.4857757744355683,0.4433409288530078,0.4857757744355683,0.3248077096243139
0.49585860238781204,0.29287214956930735,0.49585860238781204,0.44364971725311486,0.49585860238781204,0.32550672795690766
0.5059414303400558,0.29160591041069156,0.5059414303400558,0.44347392559750254,0.5059414303400558,0.32508461228815516
