coverage_mc,risk_mc,coverage_det,risk_det,coverage_fus,risk_fus
0.5160242582922996,0.2918456162455605,0.5160242582922996,0.4420106210024343,0.5160242582922996,0.3237088979957836
0.5261070862445433,0.29284077747303117,0.5261070862445433,0.4396511804687095,0.5261070862445433,0.3239601448094238
0.5361899141967871,0.2938235529595629,0.5361899141967871,0.43822797933689955,0.5361899141967871,0.3244883343038251
0.5462727421490309,0.2963537173412019,0.5462727421490309,0.43671009119567855,0.5462727421490309,0.32485337816751086
0.5563555701012746,0.29924803263972605,0.5563555701012746,0.4356019114997699,0.5563555701012746,0.3255294110326523
0.5664383980535184,0.3015087481849006,0.5664383980535184,0.43524039407846626,0.5664383980535184,0.32547361050505264
0.5765212260057622,0.3019058345011062,0.5765212260057622,0.43515818749587276,0.5765212260057622,0.3256286272341318
0.5866040539580059,0.30272820990911764,0.5866040539580059,0.43475690443514864,0.5866040539580059,0.3273240558559118
0.5966868819102497,0.3048154844649192,0.5966868819102497,0.43329456822198836,0.5966868819102497,0.3285757103265145
0.6067697098624933,0.3066709828257055,0.6067697098624933,0.43219198159325917,0.6067697098624933,0.3282969002140995
0.6168525378147371,0.3093322322682041,0.6168525378147371,0.43172094493660784,0.6168525378147371,0.3292728081580113
0.626935365766981,0.3115560410655532,0.626935365766981,0.43136892068437915,0.626935365766981,0.3298972980020374
0.6370181937192246,0.31392460112822296,0.6370181937192246,0.4302153169823123,0.6370181937192246,0.33041839278082863
0.6471010216714684,0.315883691794328,0.6471010216714684,0.4286203566328762,0.6471010216714684,0.3305875995423241
0.6571838496237122,0.31700009823668795,0.6571838496237122,0.42739961888716194,0.6571838496237122,0.3314327859450964
0.6672666775759559,0.31839565683282894,0.6672666775759559,0.4257402014931108,0.6672666775759559,0.33221471520209656
0.6773495055281997,0.32016380006256784,0.6773495055281997,0.4236322511371735,0.6773495055281997,0.3321499713339175
0.6874323334804435,0.3216346847407905,0.6874323334804435,0.42329641473529733,0.6874323334804435,0.33233498107003745
0.6975151614326872,0.3230726545621746,0.6975151614326872,0.42251039070834684,0.6975151614326872,0.33339564755852535
0.707597989384931,0.3245427824440787,0.707597989384931,0.4221386846969599,0.707597989384931,0.3356957253536904
0.7176808173371747,0.3253200664260896,0.7176808173371747,0.4225219304472563,0.7176808173371747,0.3368839642175324
0.7277636452894185,0.3271130491244343,0.7277636452894185,0.421561338069877,0.7277636452894185,0.33678883299376655
0.7378464732416623,0.32920092527084743,0.7378464732416623,0.4208715644134168,0.7378464732416623,0.33742060598859747
0.747929301193906,0.33019428636403675,0.747929301193906,0.4205017456686601,0.747929301193906,0.3388859403585943
0.7580121291461498,0.33293693804097235,0.7580121291461498,0.4201417666160194,0.7580121291461498,0.34081013641226793
0.7680949570983936,0.3356617802860699,0.7680949570983936,0.4183237182744086,0.7680949570983936,0.3423033167906529
0.7781777850506373,0.3377838544216809,0.7781777850506373,0.41739408536166417,0.7781777850506373,0.34295096143619413
0.7882606130028811,0.3400804474587147,0.7882606130028811,0.41622547095210216,0.7882606130028811,0.34403966285228427
0.7983434409551249,0.34143212382747284,0.7983434409551249,0.414576039014893,0.7983434409551249,0.3449585898449383
0.8084262689073686,0.3446112374651127,0.8084262689073686,0.41467602687528243,0.8084262689073686,0.3469101319420837
0.8185090968596124,0.34742629949325177,0.8185090968596124,0.41375339376835973,0.8185090968596124,0.34975200475239626
0.8285919248118562,0.3517770682867879,0.8285919248118562,0.41218217901191406,0.8285919248118562,0.3523513613671792
0.8386747527640999,0.3544581547245912,0.8386747527640999,0.41155669279287826,0.8386747527640999,0.3554696176560933
0.8487575807163437,0.35749072747347954,0.8487575807163437,0.4103302329396404,0.8487575807163437,0.3571778782992862
0.8588404086685874,0.35995431658796595,0.8588404086685874,0.40914037692620836,0.8588404086685874,0.35970934629997375
0.8689232366208312,0.36257213589981385,0.8689232366208312,0.4081703077300774,0.8689232366208312,0.3617304151069085
0.879006064573075,0.3643662057679463,0.879006064573075,0.4077392088524345,0.879006064573075,0.3639254940802244
0.8890888925253186,0.3673047083368267,0.8890888925253186,0.40673753048347056,0.8890888925253186,0.36530261109835277
0.8991717204775624,0.3695384396700735,0.8991717204775624,0.40632288484684304,0.8991717204775624,0.36686427833625673
0.9092545484298062,0.3709678468866119,0.9092545484298062,0.40632512300505585,0.9092545484298062,0.3685951501229571
0.9193373763820499,0.3736010140415993,0.9193373763820499,0.40505587330799164,0.9193373763820499,0.37030621185485985
0.9294202043342937,0.3751619323246761,0.9294202043342937,0.40417530526854567,0.9294202043342937,0.37279760853769434
0.9395030322865375,0.3778979465444886,0.9395030322865375,0.4043373803409302,0.9395030322865375,0.3738349720008648
0.9495858602387812,0.38100138607041967,0.9495858602387812,0.4027709531433508,0.9495858602387812,0.3765384408214505
0.959668688191025,0.3838969246087923,0.959668688191025,0.4014497378724308,0.959668688191025,0.37815501142072855
0.9697515161432688,0.3854150040311712,0.9697515161432688,0.39984605803234524,0.9697515161432688,0.37918696706923455
0.9798343440955125,0.38881050609350737,0.9798343440955125,0.4002249499564753,0.9798343440955125,0.38132243204700605
0.9899171720477563,0.39121583046392855,0.9899171720477563,0.3993478825602733,0.9899171720477563,0.382631711021086
1.0,0.39518900343642616,1.0,0.39797087219767635,1.0,0.3837342497136311
