method,mc_passes,auprc,aurc,auroc,brier,coverage_at_risk_0.05,coverage_at_risk_0.10,coverage_at_risk_0.20,ece,error_prevalence,mce,n,nll,risk_at_0.50,risk_at_0.70,risk_at_0.80,risk_at_0.90,risk_at_1.00
multilevel_mc02,2,0.8858767117655442,0.28914565009148374,0.8675013891183984,0.14625724437669996,0.09975184942410338,0.19627305927521305,0.35911602209944754,0.017219112612154704,0.5694587508193651,0.044704045290762884,42716,0.4537062746215237,0.29150669538346285,0.4175640425389606,0.47502414186638575,0.5262322798803486,0.5694587508193651
multilevel_mc05,5,0.8896199614572959,0.2866286372067675,0.8695812079761298,0.14494134183780236,0.11574117426725349,0.2114664294409589,0.3632128476449106,0.01459770370033667,0.5694587508193651,0.12048466129725321,42716,0.44965051319596744,0.29028935293566815,0.4177646980135108,0.4745266731044977,0.5259721680322539,0.5694587508193651
multilevel_mc10,10,0.8910812125139428,0.2854723280098914,0.8707540748823532,0.14428225630656197,0.128897836876112,0.21528232980616163,0.3660220994475138,0.01673001183733614,0.5694587508193651,0.13663923514556292,42716,0.44651355094264455,0.28851016012735275,0.4175974851180523,0.4754338220232347,0.5255039667056834,0.5694587508193651
