baseline,metric,candidate,holm_adjusted_p,improvement,lower,positive_is_better,raw_one_sided_p,reject_no_improvement,relative_improvement,upper
0.35170025202572314,aurc,0.2854723280098914,0.0029985007496251873,0.06622792401583172,0.06325578997505582,True,0.0004997501249375312,True,0.18830786624226772,0.06909452915699689
0.1901387966344071,brier,0.14428225630656197,0.0029985007496251873,0.04585654032784514,0.04379332701732335,True,0.0004997501249375312,True,0.24117403254642794,0.04788608989235528
0.56830269329579,nll,0.44651355094264455,0.0029985007496251873,0.12178914235314542,0.11608470177284198,True,0.0004997501249375312,True,0.21430329961458874,0.12725065465553256
0.27367135086443645,aurc,0.2854723280098914,1.0,-0.011800977145454972,-0.012974166720961838,True,1.0,False,-0.04312098108983503,-0.010589573368067779
0.13198165313860885,brier,0.14428225630656197,1.0,-0.012300603167953117,-0.013503697540405474,True,1.0,False,-0.09319934154056142,-0.011140762657044005
0.41428965376465104,nll,0.44651355094264455,1.0,-0.03222389717799351,-0.03591233507124967,True,1.0,False,-0.07778108114739261,-0.028566630193702862
